Name,Price,Set,Rarity
Scornful Aether-Lich,0.25,CON,Uncommon
Sedraxis Alchemist,0.25,CON,Common
Shambling Remains,0.25,CON,Uncommon
Skyward Eye Prophets,0.25,CON,Uncommon
Sludge Strider,0.25,CON,Uncommon
Unstable Frontier,0.25,CON,Uncommon
Vagrant Plowbeasts,0.25,CON,Uncommon
Viashino Slaughtermaster,0.25,CON,Uncommon
View from Above,0.25,CON,Uncommon
Voices from the Void,0.25,CON,Uncommon
Zombie Outlander,0.25,CON,Common
Bone Saw,0.24,CON,Common
Corrupted Roots,0.24,CON,Uncommon
Gleam of Resistance,0.24,CON,Common
Grixis Slavedriver,0.24,CON,Uncommon
Kaleidostone,0.24,CON,Common
Parasitic Strix,0.24,CON,Common
Rhox Bodyguard,0.24,CON,Common
Spore Burst,0.24,CON,Uncommon
Tukatongue Thallid,0.24,CON,Common
Vectis Agents,0.24,CON,Common
Absorb Vis,0.23,CON,Common
Beacon Behemoth,0.23,CON,Common
Constricting Tendrils,0.23,CON,Common
Ember Weaver,0.23,CON,Common
Exploding Borders,0.23,CON,Common
Faerie Mechanist,0.23,CON,Common
Frontline Sage,0.23,CON,Common
Matca Rioters,0.23,CON,Common
Might of Alara,0.23,CON,Common
Rhox Meditant,0.23,CON,Common
Suicidal Charge,0.23,CON,Common
Aven Trailblazer,0.22,CON,Common
Drag Down,0.22,CON,Common
Goblin Outlander,0.22,CON,Common
Grixis Illusionist,0.22,CON,Common
Infectious Horror,0.22,CON,Common
Kranioceros,0.22,CON,Common
Salvage Slasher,0.22,CON,Common
Toxic Iguanar,0.22,CON,Common
Traumatic Visions,0.22,CON,Common
Unsummon,0.22,CON,Common
Vedalken Outlander,0.22,CON,Common
Aven Squire,0.21,CON,Common
Brackwater Elemental,0.21,CON,Common
Canyon Minotaur,0.21,CON,Common
Court Homunculus,0.21,CON,Common
Darklit Gargoyle,0.21,CON,Common
Esper Cormorants,0.21,CON,Common
Molten Frame,0.21,CON,Common
Quenchable Fire,0.21,CON,Common
Sylvan Bounty,0.21,CON,Common
Yoke of the Damned,0.21,CON,Common
Dark Temper,0.20,CON,Common
Fiery Fall,0.20,CON,Common
Maniacal Rage,0.20,CON,Common
Nacatl Savage,0.20,CON,Common
Pestilent Kathari,0.20,CON,Common
Valiant Guard,0.20,CON,Common
Wandering Goblins,0.20,CON,Common
Wild Leotau,0.20,CON,Common
Worldly Counsel,0.20,CON,Common
Valeron Outlander,0.19,CON,Common
Wretched Banquet,0.19,CON,Common
Noble Hierarch,2.53,CON,Rare
Exotic Orchard,2.45,CON,Rare
Scattershot Archer,0.26,CON,Common
Progenitus,0.21,CON,Mythic
Ancient Ziggurat,0.14,CON,Uncommon
Path to Exile,0.14,CON,Uncommon
Maelstrom Archangel,0.11,CON,Mythic
Ethersworn Adjudicator,0.06,CON,Mythic
Nicol Bolas Planeswalker,0.06,CON,Mythic
Aven Trailblazer,0.04,CON,Common
Constricting Tendrils,0.04,CON,Common
Drag Down,0.04,CON,Common
Frontline Sage,0.04,CON,Common
Ignite Disorder,0.04,CON,Uncommon
Rhox Meditant,0.04,CON,Common
Sludge Strider,0.04,CON,Uncommon
Wandering Goblins,0.04,CON,Common
Beacon Behemoth,0.03,CON,Common
Controlled Instincts,0.03,CON,Uncommon
Cumber Stone,0.03,CON,Uncommon
Dark Temper,0.03,CON,Common
Darklit Gargoyle,0.03,CON,Common
Dragonsoul Knight,0.03,CON,Uncommon
Dreadwing,0.03,CON,Uncommon
Exploding Borders,0.03,CON,Common
Grixis Illusionist,0.03,CON,Common
Kranioceros,0.03,CON,Common
Manaforce Mace,0.03,CON,Uncommon
Maniacal Rage,0.03,CON,Common
Molten Frame,0.03,CON,Common
Paragon of the Amesha,0.03,CON,Uncommon
Quenchable Fire,0.03,CON,Common
Reliquary Tower,0.03,CON,Uncommon
Rhox Bodyguard,0.03,CON,Common
Sacellum Archers,0.03,CON,Uncommon
Scornful Aether-Lich,0.03,CON,Uncommon
Shambling Remains,0.03,CON,Uncommon
Sylvan Bounty,0.03,CON,Common
Unstable Frontier,0.03,CON,Uncommon
Unsummon,0.03,CON,Common
Viashino Slaughtermaster,0.03,CON,Uncommon
View from Above,0.03,CON,Uncommon
Voices from the Void,0.03,CON,Uncommon
Wild Leotau,0.03,CON,Common
Yoke of the Damned,0.03,CON,Common
Absorb Vis,0.02,CON,Common
Aerie Mystics,0.02,CON,Uncommon
Armillary Sphere,0.02,CON,Common
Ashas Favor,0.02,CON,Common
Aven Squire,0.02,CON,Common
Banefire,0.02,CON,Rare
Bone Saw,0.02,CON,Common
Brackwater Elemental,0.02,CON,Common
Canyon Minotaur,0.02,CON,Common
Celestial Purge,0.02,CON,Uncommon
Child of Alara,0.02,CON,Mythic
Conflux,0.02,CON,Mythic
Corrupted Roots,0.02,CON,Uncommon
Countersquall,0.02,CON,Uncommon
Court Homunculus,0.02,CON,Common
Cylian Sunsinger,0.02,CON,Rare
Elder Mastery,0.02,CON,Uncommon
Ember Weaver,0.02,CON,Common
Esper Cormorants,0.02,CON,Common
Esperzoa,0.02,CON,Uncommon
Faerie Mechanist,0.02,CON,Common
Fiery Fall,0.02,CON,Common
Filigree Fracture,0.02,CON,Uncommon
Fleshformer,0.02,CON,Uncommon
Fusion Elemental,0.02,CON,Uncommon
Gleam of Resistance,0.02,CON,Common
Gluttonous Slime,0.02,CON,Uncommon
Goblin Outlander,0.02,CON,Common
Grixis Slavedriver,0.02,CON,Uncommon
Hellkite Hatchling,0.02,CON,Uncommon
Hellspark Elemental,0.02,CON,Uncommon
Infectious Horror,0.02,CON,Common
Jhessian Balmgiver,0.02,CON,Uncommon
Kaleidostone,0.02,CON,Common
Knight of the Reliquary,0.02,CON,Rare
Knotvine Mystic,0.02,CON,Uncommon
Lapse of Certainty,0.02,CON,Common
Malfegor,0.02,CON,Mythic
Mana Cylix,0.02,CON,Common
Matca Rioters,0.02,CON,Common
Might of Alara,0.02,CON,Common
Nacatl Hunt-Pride,0.02,CON,Uncommon
Nacatl Outlander,0.02,CON,Common
Nacatl Savage,0.02,CON,Common
Parasitic Strix,0.02,CON,Common
Pestilent Kathari,0.02,CON,Common
Rotting Rats,0.02,CON,Common
Rupture Spire,0.02,CON,Common
Salvage Slasher,0.02,CON,Common
Scarland Thrinax,0.02,CON,Uncommon
Scepter of Insight,0.02,CON,Rare
Sedraxis Alchemist,0.02,CON,Common
Shard Convergence,0.02,CON,Uncommon
Skyward Eye Prophets,0.02,CON,Uncommon
Spore Burst,0.02,CON,Uncommon
Suicidal Charge,0.02,CON,Common
Toxic Iguanar,0.02,CON,Common
Traumatic Visions,0.02,CON,Common
Tukatongue Thallid,0.02,CON,Common
Vagrant Plowbeasts,0.02,CON,Uncommon
Valeron Outlander,0.02,CON,Common
Valiant Guard,0.02,CON,Common
Vectis Agents,0.02,CON,Common
Vedalken Outlander,0.02,CON,Common
Volcanic Fallout,0.02,CON,Uncommon
Worldly Counsel,0.02,CON,Common
Wretched Banquet,0.02,CON,Common
Zombie Outlander,0.02,CON,Common
Apocalypse Hydra,0.01,CON,Mythic
Blood Tyrant,0.01,CON,Rare
Bloodhall Ooze,0.01,CON,Rare
Charnelhoard Wurm,0.01,CON,Rare
Cliffrunner Behemoth,0.01,CON,Rare
Extractor Demon,0.01,CON,Rare
Font of Mythos,0.01,CON,Rare
Giltspire Avenger,0.01,CON,Rare
Goblin Razerunners,0.01,CON,Rare
Gwafa Hazid Profiteer,0.01,CON,Rare
Inkwell Leviathan,0.01,CON,Rare
Kederekt Parasite,0.01,CON,Rare
Magister Sphinx,0.01,CON,Rare
Mark of Asylum,0.01,CON,Rare
Martial Coup,0.01,CON,Rare
Master Transmuter,0.01,CON,Rare
Meglonoth,0.01,CON,Rare
Mirror-Sigil Sergeant,0.01,CON,Mythic
Nyxathid,0.01,CON,Rare
Obelisk of Alara,0.01,CON,Rare
Paleoloth,0.01,CON,Rare
Rakka Mar,0.01,CON,Rare
Scepter of Dominance,0.01,CON,Rare
Scepter of Fugue,0.01,CON,Rare
Sigil of the Empty Throne,0.01,CON,Rare
Souls Majesty,0.01,CON,Rare
Sphinx Summoner,0.01,CON,Rare
Telemin Performance,0.01,CON,Rare
Thornling,0.01,CON,Mythic
Voracious Dragon,0.01,CON,Rare
Wall of Reverence,0.01,CON,Rare
Worldheart Phoenix,0.01,CON,Rare
"Tabletop
 171","DECLINING CARDS
13▼","PRICE CHANGE
0.29","RISING CARDS
23▲"
Walking Ballista,16.44,AER,Rare
Mechanized Production,14.40,AER,Mythic
Heroic Intervention,10.77,AER,Rare
Metallic Mimic,8.01,AER,Rare
Yahenni Undying Partisan,7.56,AER,Rare
Indomitable Creativity,7.11,AER,Mythic
Planar Bridge,7.00,AER,Special
Paradox Engine,5.62,AER,Special
Inspiring Statuary,5.52,AER,Rare
Baral Chief of Compliance,5.17,AER,Rare
Disallow,5.15,AER,Rare
Rishkars Expertise,3.40,AER,Rare
Whir of Invention,3.05,AER,Rare
Exquisite Archangel,2.99,AER,Mythic
Ajani Valiant ProtectorFoil,2.56,AER,
Herald of Anguish,2.49,AER,Mythic
Fatal Push,2.38,AER,Uncommon
Spire of Industry,2.30,AER,Rare
Hope of Ghirapur,2.20,AER,Rare
Consulate Dreadnought,2.00,AER,Uncommon
Tezzeret the Schemer,1.49,AER,Mythic
Ajani Unyielding,1.47,AER,Mythic
Heart of Kiran,1.47,AER,Mythic
Lifecrafters Bestiary,1.35,AER,Rare
Gontis Aether Heart,1.07,AER,Mythic
Gifted Aetherborn,1.00,AER,Uncommon
Scrap Trawler,0.96,AER,Rare
Barals Expertise,0.95,AER,Rare
Felidar Guardian,0.90,AER,Uncommon
Rishkar Peema Renegade,0.88,AER,Rare
Lightning Runner,0.81,AER,Mythic
Oath of Ajani,0.81,AER,Rare
Aetherwind Basker,0.74,AER,Mythic
Sram Senior Edificer,0.69,AER,Rare
Kari Zevs Expertise,0.62,AER,Rare
Aethersphere Harvester,0.50,AER,Rare
Efficient Construction,0.50,AER,Uncommon
Peacewalker Colossus,0.50,AER,Rare
Pias Revolution,0.50,AER,Rare
Srams Expertise,0.50,AER,Rare
Glint-Sleeve Siphoner,0.49,AER,Rare
Ornithopter,0.49,AER,Special
Trophy Mage,0.49,AER,Uncommon
Winding Constrictor,0.49,AER,Uncommon
Yahennis Expertise,0.48,AER,Rare
Kari Zev Skyship Raider,0.46,AER,Rare
Release the Gremlins,0.46,AER,Rare
Dark Intimations,0.45,AER,Rare
Secret Salvage,0.45,AER,Rare
Call for Unity,0.43,AER,Rare
Battle at the Bridge,0.41,AER,Rare
Greenbelt Rampager,0.41,AER,Rare
Illusionists Stratagem,0.39,AER,Uncommon
Untethered Express,0.39,AER,Uncommon
Aid from the Cowl,0.38,AER,Rare
Aethergeode Miner,0.37,AER,Rare
Greenwheel Liberator,0.37,AER,Rare
Aethertide Whale,0.35,AER,Rare
Ajanis Aid,0.35,AER,Rare
Tezzerets Betrayal,0.35,AER,Rare
Invigorated Rampage,0.34,AER,Uncommon
Narnam Renegade,0.34,AER,Uncommon
Freejam Regent,0.33,AER,Rare
Consulate Crackdown,0.32,AER,Rare
Merchants Dockhand,0.30,AER,Rare
Midnight Entourage,0.30,AER,Rare
Quicksmith Rebel,0.30,AER,Rare
Quicksmith Spy,0.30,AER,Rare
Renegade Rallier,0.30,AER,Uncommon
Solemn Recruit,0.30,AER,Rare
Restoration Specialist,0.29,AER,Uncommon
Rogue Refiner,0.28,AER,Uncommon
Hidden Stockpile,0.26,AER,Uncommon
Aerial Modification,0.25,AER,Uncommon
Aeronaut Admiral,0.25,AER,Uncommon
Ajanis Comrade,0.25,AER,Uncommon
Barricade Breaker,0.25,AER,Uncommon
Cogwork Assembler,0.25,AER,Uncommon
Crackdown Construct,0.25,AER,Uncommon
Daredevil Dragster,0.25,AER,Uncommon
Deadeye Harpooner,0.25,AER,Uncommon
Enraged Giant,0.25,AER,Uncommon
Foundry Hornet,0.25,AER,Uncommon
Gontis Machinations,0.25,AER,Uncommon
Hidden Herbalists,0.25,AER,Uncommon
Maulfist Revolutionary,0.25,AER,Uncommon
Metallic Rebuke,0.25,AER,Common
Mobile Garrison,0.25,AER,Common
Monstrous Onslaught,0.25,AER,Uncommon
Negate,0.25,AER,Common
Pacification Array,0.25,AER,Uncommon
Peema Aether-Seer,0.25,AER,Uncommon
Reckless Racer,0.25,AER,Uncommon
Renegade Map,0.25,AER,Common
Renegade Wheelsmith,0.25,AER,Uncommon
Reverse Engineer,0.25,AER,Uncommon
Ridgescale Tusker,0.25,AER,Uncommon
Servo Schematic,0.25,AER,Uncommon
Shielded Aether Thief,0.25,AER,Uncommon
Siege Modification,0.25,AER,Uncommon
Skyship Plunderer,0.25,AER,Uncommon
Sly Requisitioner,0.25,AER,Uncommon
Submerged Boneyard,0.25,AER,Common
Tezzerets Simulacrum,0.25,AER,Uncommon
Tezzerets Touch,0.25,AER,Uncommon
Thopter Arrest,0.25,AER,Uncommon
Treasure Keeper,0.25,AER,Uncommon
Airdrop Aeronauts,0.24,AER,Uncommon
Gremlin Infestation,0.24,AER,Uncommon
Hungry Flames,0.24,AER,Uncommon
Inspiring Roar,0.24,AER,Common
Lifecraft Awakening,0.24,AER,Uncommon
Lifecrafters Gift,0.24,AER,Uncommon
Maverick Thopterist,0.24,AER,Uncommon
Outland Boar,0.24,AER,Uncommon
Perilous Predicament,0.24,AER,Uncommon
Ravenous Intruder,0.24,AER,Uncommon
Salvage Scuttler,0.24,AER,Uncommon
Scrapper Champion,0.24,AER,Uncommon
Spire Patrol,0.24,AER,Uncommon
Tranquil Expanse,0.24,AER,Common
Vengeful Rebel,0.24,AER,Uncommon
Weldfast Engineer,0.24,AER,Uncommon
Wind-Kin Raiders,0.24,AER,Uncommon
Deft Dismissal,0.23,AER,Uncommon
Ironclad Revolutionary,0.23,AER,Uncommon
Wrangle,0.23,AER,Common
Unbridled Growth,0.21,AER,Common
Druid of the Cowl,0.20,AER,Common
Fourth Bridge Prowler,0.20,AER,Common
Implement of Improvement,0.20,AER,Common
Implement of Malice,0.20,AER,Common
Natural Obsolescence,0.20,AER,Common
Pendulum of Patterns,0.20,AER,Common
Shock,0.20,AER,Common
Aegis Automaton,0.19,AER,Common
Aether Chaser,0.19,AER,Common
Aether Poisoner,0.19,AER,Common
Bastion Inventor,0.19,AER,Common
Caught in the Brights,0.19,AER,Common
Conviction,0.19,AER,Common
Cruel Finality,0.19,AER,Common
Foundry Assembler,0.19,AER,Common
Implement of Combustion,0.19,AER,Common
Implement of Ferocity,0.19,AER,Common
Irontread Crusher,0.19,AER,Common
Leave in the Dust,0.19,AER,Common
Shipwreck Moray,0.19,AER,Common
Sweatworks Brawler,0.19,AER,Common
Aether Herder,0.18,AER,Common
Aether Swooper,0.18,AER,Common
Alley Evasion,0.18,AER,Common
Alley Strangler,0.18,AER,Common
Chandras Revolution,0.18,AER,Common
Countless Gears Renegade,0.18,AER,Common
Dawnfeather Eagle,0.18,AER,Common
Embraal Gear-Smasher,0.18,AER,Common
Filigree Crawler,0.18,AER,Common
Ghirapur Osprey,0.18,AER,Common
Highspire Infusion,0.18,AER,Common
Ice Over,0.18,AER,Common
Implement of Examination,0.18,AER,Common
Lifecraft Cavalry,0.18,AER,Common
Prey Upon,0.18,AER,Common
Prizefighter Construct,0.18,AER,Common
Renegades Getaway,0.18,AER,Common
Resourceful Return,0.18,AER,Common
Scrounging Bandar,0.18,AER,Common
Take into Custody,0.18,AER,Common
Universal Solvent,0.18,AER,Common
Watchful Automaton,0.18,AER,Common
Welder Automaton,0.18,AER,Common
Aether Inspector,0.17,AER,Common
Aetherstream Leopard,0.17,AER,Common
Audacious Infiltrator,0.17,AER,Common
Augmenting Automaton,0.17,AER,Common
Bastion Enforcer,0.17,AER,Common
Consulate Turret,0.17,AER,Common
Daring Demolition,0.17,AER,Common
Decommission,0.17,AER,Common
Destructive Tampering,0.17,AER,Common
Dispersal Technician,0.17,AER,Common
Fen Hauler,0.17,AER,Common
Frontline Rebel,0.17,AER,Common
Lathnu Sailback,0.17,AER,Common
Night Market Aeronaut,0.17,AER,Common
Night Market Guard,0.17,AER,Common
Precise Strike,0.17,AER,Common
Reservoir Walker,0.17,AER,Common
Silkweaver Elite,0.17,AER,Common
Verdant Automaton,0.17,AER,Common
Hinterland Drake,0.16,AER,Common
Defiant Salvager,0.15,AER,Common
Walking Ballista,2.40,AER,Rare
Indomitable Creativity,1.71,AER,Mythic
Ajani Valiant ProtectorFoil,1.35,AER,
Spire of Industry,1.13,AER,Rare
Sram Senior Edificer,1.05,AER,Rare
Ajanis Aid,0.86,AER,Rare
Tezzerets Betrayal,0.67,AER,Rare
Baral Chief of Compliance,0.62,AER,Rare
Ajanis Comrade,0.40,AER,Uncommon
Inspiring Roar,0.39,AER,Common
Tezzeret the Schemer,0.31,AER,Mythic
Fatal Push,0.26,AER,Uncommon
Heroic Intervention,0.26,AER,Rare
Herald of Anguish,0.25,AER,Mythic
Tranquil Expanse,0.23,AER,Common
Metallic Mimic,0.17,AER,Rare
Heart of Kiran,0.13,AER,Mythic
Paradox Engine,0.13,AER,Special
Hope of Ghirapur,0.12,AER,Rare
Submerged Boneyard,0.11,AER,Common
Gifted Aetherborn,0.09,AER,Uncommon
Tezzerets Simulacrum,0.08,AER,Uncommon
Whir of Invention,0.07,AER,Rare
Airdrop Aeronauts,0.05,AER,Uncommon
Alley Evasion,0.05,AER,Common
Audacious Infiltrator,0.05,AER,Common
Bastion Enforcer,0.05,AER,Common
Dawnfeather Eagle,0.05,AER,Common
Deft Dismissal,0.05,AER,Uncommon
Embraal Gear-Smasher,0.05,AER,Common
Gremlin Infestation,0.05,AER,Uncommon
Leave in the Dust,0.05,AER,Common
Outland Boar,0.05,AER,Uncommon
Precise Strike,0.05,AER,Common
Ravenous Intruder,0.05,AER,Uncommon
Reckless Racer,0.05,AER,Uncommon
Shipwreck Moray,0.05,AER,Common
Spire Patrol,0.05,AER,Uncommon
Sweatworks Brawler,0.05,AER,Common
Aether Herder,0.04,AER,Common
Aether Inspector,0.04,AER,Common
Aether Swooper,0.04,AER,Common
Aetherstream Leopard,0.04,AER,Common
Caught in the Brights,0.04,AER,Common
Chandras Revolution,0.04,AER,Common
Cogwork Assembler,0.04,AER,Uncommon
Countless Gears Renegade,0.04,AER,Common
Daring Demolition,0.04,AER,Common
Deadeye Harpooner,0.04,AER,Uncommon
Decommission,0.04,AER,Common
Dispersal Technician,0.04,AER,Common
Druid of the Cowl,0.04,AER,Common
Fen Hauler,0.04,AER,Common
Foundry Assembler,0.04,AER,Common
Frontline Rebel,0.04,AER,Common
Ghirapur Osprey,0.04,AER,Common
Highspire Infusion,0.04,AER,Common
Ice Over,0.04,AER,Common
Ironclad Revolutionary,0.04,AER,Uncommon
Lathnu Sailback,0.04,AER,Common
Lifecraft Awakening,0.04,AER,Uncommon
Maulfist Revolutionary,0.04,AER,Uncommon
Night Market Aeronaut,0.04,AER,Common
Night Market Guard,0.04,AER,Common
Pendulum of Patterns,0.04,AER,Common
Prey Upon,0.04,AER,Common
Prizefighter Construct,0.04,AER,Common
Renegades Getaway,0.04,AER,Common
Reservoir Walker,0.04,AER,Common
Ridgescale Tusker,0.04,AER,Uncommon
Shielded Aether Thief,0.04,AER,Uncommon
Shock,0.04,AER,Common
Silkweaver Elite,0.04,AER,Common
Skyship Plunderer,0.04,AER,Uncommon
Universal Solvent,0.04,AER,Common
Verdant Automaton,0.04,AER,Common
Welder Automaton,0.04,AER,Common
Weldfast Engineer,0.04,AER,Uncommon
Wind-Kin Raiders,0.04,AER,Uncommon
Aegis Automaton,0.03,AER,Common
Aerial Modification,0.03,AER,Uncommon
Aeronaut Admiral,0.03,AER,Uncommon
Aether Chaser,0.03,AER,Common
Aether Poisoner,0.03,AER,Common
Aethersphere Harvester,0.03,AER,Rare
Alley Strangler,0.03,AER,Common
Augmenting Automaton,0.03,AER,Common
Barals Expertise,0.03,AER,Rare
Barricade Breaker,0.03,AER,Uncommon
Bastion Inventor,0.03,AER,Common
Consulate Dreadnought,0.03,AER,Uncommon
Consulate Turret,0.03,AER,Common
Conviction,0.03,AER,Common
Crackdown Construct,0.03,AER,Uncommon
Cruel Finality,0.03,AER,Common
Daredevil Dragster,0.03,AER,Uncommon
Defiant Salvager,0.03,AER,Common
Destructive Tampering,0.03,AER,Common
Disallow,0.03,AER,Rare
Efficient Construction,0.03,AER,Uncommon
Enraged Giant,0.03,AER,Uncommon
Felidar Guardian,0.03,AER,Uncommon
Filigree Crawler,0.03,AER,Common
Foundry Hornet,0.03,AER,Uncommon
Fourth Bridge Prowler,0.03,AER,Common
Gontis Machinations,0.03,AER,Uncommon
Hidden Herbalists,0.03,AER,Uncommon
Hidden Stockpile,0.03,AER,Uncommon
Hinterland Drake,0.03,AER,Common
Hungry Flames,0.03,AER,Uncommon
Illusionists Stratagem,0.03,AER,Uncommon
Implement of Combustion,0.03,AER,Common
Implement of Examination,0.03,AER,Common
Implement of Ferocity,0.03,AER,Common
Implement of Improvement,0.03,AER,Common
Implement of Malice,0.03,AER,Common
Invigorated Rampage,0.03,AER,Uncommon
Irontread Crusher,0.03,AER,Common
Lifecraft Cavalry,0.03,AER,Common
Lifecrafters Gift,0.03,AER,Uncommon
Maverick Thopterist,0.03,AER,Uncommon
Mechanized Production,0.03,AER,Mythic
Metallic Rebuke,0.03,AER,Common
Mobile Garrison,0.03,AER,Common
Monstrous Onslaught,0.03,AER,Uncommon
Narnam Renegade,0.03,AER,Uncommon
Natural Obsolescence,0.03,AER,Common
Negate,0.03,AER,Common
Ornithopter,0.03,AER,Special
Pacification Array,0.03,AER,Uncommon
Peema Aether-Seer,0.03,AER,Uncommon
Perilous Predicament,0.03,AER,Uncommon
Planar Bridge,0.03,AER,Special
Renegade Map,0.03,AER,Common
Renegade Rallier,0.03,AER,Uncommon
Renegade Wheelsmith,0.03,AER,Uncommon
Resourceful Return,0.03,AER,Common
Restoration Specialist,0.03,AER,Uncommon
Reverse Engineer,0.03,AER,Uncommon
Rogue Refiner,0.03,AER,Uncommon
Salvage Scuttler,0.03,AER,Uncommon
Scrapper Champion,0.03,AER,Uncommon
Scrounging Bandar,0.03,AER,Common
Servo Schematic,0.03,AER,Uncommon
Siege Modification,0.03,AER,Uncommon
Sly Requisitioner,0.03,AER,Uncommon
Take into Custody,0.03,AER,Common
Tezzerets Touch,0.03,AER,Uncommon
Thopter Arrest,0.03,AER,Uncommon
Treasure Keeper,0.03,AER,Uncommon
Trophy Mage,0.03,AER,Uncommon
Unbridled Growth,0.03,AER,Common
Untethered Express,0.03,AER,Uncommon
Vengeful Rebel,0.03,AER,Uncommon
Watchful Automaton,0.03,AER,Common
Winding Constrictor,0.03,AER,Uncommon
Wrangle,0.03,AER,Common
Aethergeode Miner,0.02,AER,Rare
Aethertide Whale,0.02,AER,Rare
Aetherwind Basker,0.02,AER,Mythic
Aid from the Cowl,0.02,AER,Rare
Ajani Unyielding,0.02,AER,Mythic
Battle at the Bridge,0.02,AER,Rare
Call for Unity,0.02,AER,Rare
Consulate Crackdown,0.02,AER,Rare
Dark Intimations,0.02,AER,Rare
Exquisite Archangel,0.02,AER,Mythic
Freejam Regent,0.02,AER,Rare
Glint-Sleeve Siphoner,0.02,AER,Rare
Gontis Aether Heart,0.02,AER,Mythic
Greenbelt Rampager,0.02,AER,Rare
Greenwheel Liberator,0.02,AER,Rare
Inspiring Statuary,0.02,AER,Rare
Kari Zevs Expertise,0.02,AER,Rare
Kari Zev Skyship Raider,0.02,AER,Rare
Lifecrafters Bestiary,0.02,AER,Rare
Lightning Runner,0.02,AER,Mythic
Merchants Dockhand,0.02,AER,Rare
Midnight Entourage,0.02,AER,Rare
Oath of Ajani,0.02,AER,Rare
Peacewalker Colossus,0.02,AER,Rare
Pias Revolution,0.02,AER,Rare
Quicksmith Rebel,0.02,AER,Rare
Quicksmith Spy,0.02,AER,Rare
Release the Gremlins,0.02,AER,Rare
Rishkars Expertise,0.02,AER,Rare
Rishkar Peema Renegade,0.02,AER,Rare
Scrap Trawler,0.02,AER,Rare
Secret Salvage,0.02,AER,Rare
Solemn Recruit,0.02,AER,Rare
Srams Expertise,0.02,AER,Rare
Yahennis Expertise,0.02,AER,Rare
Yahenni Undying Partisan,0.02,AER,Rare
"Tabletop
 815","DECLINING CARDS
40▼","PRICE CHANGE
2.52","RISING CARDS
31▲"
Wrenn and Six,104.34,MH1,Mythic
Urza Lord High Artificer,79.42,MH1,Mythic
Force of Negation,75.00,MH1,Rare
Seasoned Pyromancer,49.97,MH1,Mythic
Yawgmoth Thran Physician,38.74,MH1,Mythic
Force of Vigor,35.83,MH1,Rare
Ranger-Captain of Eos,34.30,MH1,Mythic
Prismatic Vista,29.99,MH1,Rare
Sword of Truth and Justice,24.51,MH1,Mythic
Archmages Charm,20.58,MH1,Rare
Morophon the Boundless,20.48,MH1,Mythic
Sunbaked Canyon,19.99,MH1,Rare
The First Sliver,17.53,MH1,Mythic
Fiery Islet,12.72,MH1,Rare
Echo of Eons,11.99,MH1,Mythic
Sword of Sinew and Steel,11.52,MH1,Mythic
Serra the Benevolent,10.45,MH1,Mythic
Silent Clearing,9.99,MH1,Rare
Hall of Heliods Generosity,9.93,MH1,Rare
Nurturing Peatland,9.55,MH1,Rare
Altar of Dementia,8.79,MH1,Rare
Hexdrinker,8.68,MH1,Mythic
Eladamris Call,6.95,MH1,Rare
Mox Tantalite,6.75,MH1,Mythic
Waterlogged Grove,6.74,MH1,Rare
Fallen Shinobi,6.57,MH1,Rare
Giver of Runes,6.27,MH1,Rare
Unbound Flourishing,6.23,MH1,Mythic
Collector Ouphe,5.76,MH1,Rare
Ice-Fang Coatl,4.00,MH1,Rare
Mirrodin Besieged,3.79,MH1,Rare
Goblin Engineer,3.68,MH1,Rare
Kayas Guile,3.47,MH1,Rare
Winds of Abandon,2.98,MH1,Rare
Ingenious Infiltrator,2.77,MH1,Uncommon
Unsettled Mariner,2.50,MH1,Rare
Kess Dissident Mage,2.49,MH1,Mythic
Plague Engineer,2.47,MH1,Rare
Talisman of Conviction,2.44,MH1,Uncommon
Mist-Syndicate Naga,2.33,MH1,Rare
Cloudshredder Sliver,2.31,MH1,Rare
Talisman of Hierarchy,2.25,MH1,Uncommon
Generous Gift,2.20,MH1,Uncommon
Deep Forest Hermit,2.18,MH1,Rare
On Thin Ice,2.15,MH1,Rare
Pashalik Mons,2.00,MH1,Rare
Crashing Footfalls,1.95,MH1,Rare
Snow-Covered Island,1.95,MH1,Common
Cordial Vampire,1.80,MH1,Rare
Talisman of Creativity,1.75,MH1,Uncommon
Force of Despair,1.58,MH1,Rare
Spiteful Sliver,1.32,MH1,Rare
Sisay Weatherlight Captain,1.28,MH1,Rare
Snow-Covered Swamp,1.25,MH1,Common
Aria of Flame,1.19,MH1,Rare
Lightning Skelemental,1.18,MH1,Rare
Tribute Mage,1.09,MH1,Uncommon
Snow-Covered Forest,1.01,MH1,Common
Carrion Feeder,1.00,MH1,Uncommon
Dead of Winter,1.00,MH1,Rare
Ephemerate,1.00,MH1,Common
Hogaak Arisen Necropolis,0.99,MH1,Rare
Marit Lages Slumber,0.99,MH1,Rare
Snow-Covered Mountain,0.89,MH1,Common
Faerie Seer,0.84,MH1,Common
Snow-Covered Plains,0.75,MH1,Common
Soulherder,0.74,MH1,Uncommon
Talisman of Curiosity,0.70,MH1,Uncommon
Goblin Matron,0.65,MH1,Uncommon
Etchings of the Chosen,0.64,MH1,Uncommon
Scrapyard Recombiner,0.61,MH1,Rare
Force of Virtue,0.60,MH1,Rare
Scale Up,0.59,MH1,Uncommon
Genesis,0.55,MH1,Rare
Squirrel Nest,0.55,MH1,Uncommon
Ayulas Influence,0.50,MH1,Rare
