"card_name";"price";"set_name";"rarity"
"Bitterblossom";"46.92";"UMA";"Mythic"
"Bituminous Blast";"0.26";"ARB";"Uncommon"
"Black Cat";"0.20";"DKA";"Common"
"Blackblade Reforged";"1.09";"DOM";"Rare"
"Blade Instructor";"0.20";"GRN";"Common"
"Blade Juggler";"0.19";"RNA";"Common"
"Blade Splicer";"0.85";"MM3";"Rare"
"Bladeback Sliver";"0.25";"MH1";"Common"
"Bladebrand";"0.19";"RNA";"Common"
"Bladetusk Boar";"0.18";"M13";"Common"
"Bladewing the Risen";"1.27";"IMA";"Uncommon"
"Bladewings Thrall";"0.25";"IMA";"Uncommon"
"Blanchwood Armor";"0.29";"M19";"Uncommon"
"Blast of Genius";"0.25";"UMA";"Uncommon"
"Blast Zone";"3.07";"WAR";"Rare"
"Blazethorn Scarecrow";"0.26";"SHM";"Common"
"Blazing Archon";"2.57";"RAV";"Rare"
"Bleeding Edge";"0.25";"WAR";"Uncommon"
"Blessed Light";"0.20";"DOM";"Common"
"Blessing of Belzenlok";"0.20";"DOM";"Common"
"Blight Keeper";"0.18";"XLN";"Common"
"Blight Sickle";"0.25";"SHM";"Common"
"Blight-Breath Catoblepas";"0.19";"THB";"Common"
"Blightspeaker";"0.23";"MMA";"Common"
"Blind Obedience";"6.43";"GTC";"Rare"
"Blind-Spot Giant";"0.24";"MMA";"Common"
"Blindblast";"0.18";"WAR";"Common"
"Blinding Beam";"0.24";"MRD";"Common"
"Blinding Fog";"0.20";"XLN";"Common"
"Blinding Mage";"0.20";"IMA";"Common"
"Blinding Spray";"0.24";"KTK";"Uncommon"
"Blink of an Eye";"0.25";"DOM";"Common"
"Blinkmoth Nexus";"2.96";"MMA";"Rare"
"Blinkmoth Urn";"2.26";"MRD";"Rare"
"Blinkmoth Well";"0.30";"MRD";"Uncommon"
"Blistercoil Weird";"0.33";"RTR";"Uncommon"
"Blistering Dieflyn";"0.24";"SHM";"Common"
"Blitz Hellion";"0.37";"ARB";"Rare"
"Blizzard Specter";"0.34";"IMA";"Uncommon"
"Blizzard Strix";"0.25";"MH1";"Uncommon"
"Blockbuster";"0.24";"RAV";"Uncommon"
"Blood Aspirant";"0.25";"THB";"Uncommon"
"Blood Baron of Vizkopa";"0.62";"IMA";"Rare"
"Blood Crypt";"18.37";"RNA";"Rare"
"Blood Divination";"0.26";"M19";"Uncommon"
"Blood Feud";"0.22";"DKA";"Uncommon"
"Blood Funnel";"3.97";"RAV";"Rare"
"Blood Moon";"17.99";"MM3";"Rare"
"Blood Operative";"0.35";"GRN";"Rare"
"Blood Reckoning";"0.36";"M13";"Uncommon"
"Blood Tyrant";"0.43";"CON";"Rare"
"Bloodbond March";"0.63";"RAV";"Rare"
"Bloodbraid Elf";"1.41";"ARB";"Uncommon"
"Bloodcrazed Paladin";"0.45";"XLN";"Rare"
"Bloodfell Caves";"0.25";"KTK";"Common"
"Bloodfire Enforcers";"0.25";"FRF";"Uncommon"
"Bloodfire Expert";"0.18";"KTK";"Common"
"Bloodfire Mentor";"0.18";"KTK";"Common"
"Bloodflow Connoisseur";"0.25";"UMA";"Common"
"Bloodfray Giant";"0.25";"RTR";"Uncommon"
"Bloodghast";"11.61";"IMA";"Rare"
"Bloodhall Ooze";"0.66";"CON";"Rare"
"Bloodhunter Bat";"0.19";"M13";"Common"
"Bloodhusk Ritualist";"0.30";"WWK";"Uncommon"
"Bloodletter Quill";"0.36";"RAV";"Rare"
"Bloodmark Mentor";"1.95";"SHM";"Uncommon"
"Bloodmist Infiltrator";"0.25";"RNA";"Uncommon"
"Bloodrite Invoker";"0.24";"DDP";"Common"
"Bloodscent";"0.25";"MRD";"Uncommon"
"Bloodshed Fever";"0.24";"SHM";"Common"
"Bloodsoaked Champion";"1.19";"KTK";"Rare"
"Bloodstained Mire";"43.71";"KTK";"Rare"
"Bloodstone Goblin";"0.20";"DOM";"Common"
"Bloodtallow Candle";"0.20";"DOM";"Common"
"Bloodthrone Vampire";"0.24";"M13";"Common"
"Bloom Hulk";"0.20";"WAR";"Common"
"Blooming Marsh";"6.96";"KLD";"Rare"
"Blossom Dryad";"0.19";"XLN";"Common"
"Blossoming Defense";"0.50";"KLD";"Uncommon"
"Blossoming Sands";"0.23";"KTK";"Common"
"Blowfly Infestation";"3.20";"SHM";"Uncommon"
"Blustersquall";"0.34";"RTR";"Uncommon"
"Boar Umbra";"0.30";"UMA";"Uncommon"
"Board the Weatherlight";"0.25";"DOM";"Uncommon"
"Boartusk Liege";"7.95";"SHM";"Rare"
"Bogardan Dragonheart";"0.20";"MH1";"Common"
"Bogardan Hellkite";"0.50";"IMA";"Rare"
"Bogbrew Witch";"0.25";"IMA";"Uncommon"
"Boggart Arsonists";"0.23";"SHM";"Common"
"Boggart Brute";"0.20";"M19";"Common"
"Boggart Ram-Gang";"0.50";"SHM";"Uncommon"
"Bogstomper";"0.20";"M19";"Common"
"Bojuka Bog";"1.50";"WWK";"Common"
"Bojuka Brigand";"0.20";"WWK";"Common"
"Bolass Citadel";"6.89";"WAR";"Rare"
"Bolrac-Clan Crusher";"0.25";"RNA";"Uncommon"
"Bolt Bend";"0.61";"WAR";"Uncommon"
"Bomat Bazaar Barge";"0.25";"KLD";"Uncommon"
"Bomat Courier";"0.50";"KLD";"Rare"
"Bomber Corps";"0.18";"GTC";"Common"
"Bond Beetle";"0.24";"M13";"Common"
"Bond of Discipline";"0.25";"WAR";"Uncommon"
"Bond of Flourishing";"0.25";"WAR";"Uncommon"
"Bond of Insight";"0.25";"WAR";"Uncommon"
"Bond of Passion";"0.25";"WAR";"Uncommon"
"Bond of Revival";"0.25";"WAR";"Uncommon"
"Bonded Horncrest";"0.25";"XLN";"Uncommon"
"Bone Dragon";"0.90";"M19";"Mythic"
"Bone Saw";"0.24";"CON";"Common"
"Bone Splinters";"0.24";"MM3";"Common"
"Bone to Ash";"0.25";"M19";"Uncommon"
"Bonesplitter";"0.30";"MRD";"Common"
"Boneyard Parley";"0.66";"XLN";"Mythic"
"Boneyard Wurm";"0.27";"UMA";"Uncommon"
"Bonfire of the Damned";"2.34";"MM3";"Mythic"
"Book Devourer";"0.25";"GRN";"Uncommon"
"Boon Reflection";"4.66";"SHM";"Rare"
"Borborygmos Enraged";"1.23";"GTC";"Mythic"
"Borderland Marauder";"0.20";"IMA";"Common"
"Boros Challenger";"0.25";"GRN";"Uncommon"
"Boros Charm";"2.37";"GTC";"Uncommon"
"Boros Elite";"0.25";"GTC";"Uncommon"
"Boros Fury-Shield";"0.24";"RAV";"Common"
"Boros Garrison";"0.29";"IMA";"Uncommon"
"Boros Guildgate";"0.23";"GTC";"Common"
"Boros Guildgate243";"0.19";"GRN";"Common"
"Boros Guildgate244";"0.18";"GRN";"Common"
"Boros Guildmage";"0.25";"RAV";"Uncommon"
"Boros Keyrune";"0.25";"GTC";"Uncommon"
"Boros Locket";"0.23";"GRN";"Common"
"Boros Reckoner";"0.89";"GTC";"Rare"
"Boros Recruit";"0.25";"RAV";"Common"
"Boros Signet";"0.75";"MM3";"Uncommon"
"Boros Swiftblade";"0.26";"RAV";"Uncommon"
"Bosh Iron Golem";"0.39";"MRD";"Rare"
"Botanical Sanctum";"6.12";"KLD";"Rare"
"Bottle Gnomes";"0.25";"MRD";"Uncommon"
"Bottled Cloister";"1.00";"RAV";"Rare"
"Bound in Silence";"0.23";"MMA";"Common"
"Boundless Realms";"3.11";"M13";"Rare"
"Bountiful Harvest";"0.19";"M13";"Common"
"Bounty Agent";"0.40";"GRN";"Rare"
"Bounty of Might";"0.31";"GRN";"Rare"
"Brackwater Elemental";"0.22";"CON";"Common"
"Brainbite";"0.19";"ARB";"Common"
"Brainspoil";"0.30";"RAV";"Common"
"Bramble Elemental";"0.20";"RAV";"Common"
"Brave the Sands";"1.34";"KTK";"Uncommon"
"Brawl-Bash Ogre";"0.25";"M19";"Uncommon"
"Brawn";"0.45";"UMA";"Uncommon"
"Brazen Buccaneers";"0.19";"XLN";"Common"
"Brazen Scourge";"0.25";"UMA";"Uncommon"
"Break of Day";"0.19";"DKA";"Common"
"Break Through the Line";"0.25";"FRF";"Uncommon"
"Breath of Fury";"5.23";"RAV";"Rare"
"Breath of Malfegor";"0.25";"ARB";"Common"
"Breeding Pool";"21.66";"RNA";"Rare"
"Briarberry Cohort";"0.25";"SHM";"Common"
"Briarpack Alpha";"0.24";"DKA";"Uncommon"
"Bribers Purse";"0.25";"KTK";"Uncommon"
"Bridge from Below";"1.42";"UMA";"Rare"
"Bright Reprisal";"0.24";"XLN";"Uncommon"
"Brightflame";"0.60";"RAV";"Rare"
"Brine Giant";"0.18";"THB";"Common"
"Bring Low";"0.18";"KTK";"Common"
"Bring to Trial";"0.19";"RNA";"Common"
"Brink of Disaster";"0.20";"WWK";"Common"
"Bristling Boar";"0.19";"M19";"Common"
"Bristling Hydra";"0.43";"KLD";"Rare"
"Broken Bond";"0.39";"DOM";"Common"
"Bronze Sword";"0.18";"THB";"Common"
"Bronzebeak Moa";"0.25";"MM3";"Uncommon"
"Bronzehide Lion";"0.50";"THB";"Rare"
"Broodmate Dragon";"0.52";"MM3";"Rare"
"Broodstar";"0.68";"MRD";"Rare"
"Brown Ouphe";"0.25";"MRD";"Uncommon"
"Brushstrider";"0.25";"RTR";"Uncommon"
"Brutal Hordechief";"2.41";"FRF";"Mythic"
"Brute Force";"0.25";"MMA";"Common"
"Bubbling Cauldron";"0.26";"IMA";"Uncommon"
"Built to Last";"0.18";"KLD";"Common"
"Built to Smash";"0.23";"KLD";"Common"
"Bull Rush";"0.20";"WWK";"Common"
"Bulwark Giant";"0.16";"WAR";"Common"
"Burden of Guilt";"0.18";"DKA";"Common"
"Burglar Rat";"0.26";"GRN";"Common"
"Buried Alive";"6.06";"UMA";"Uncommon"
"Burn Away";"0.25";"KTK";"Uncommon"
"Burn Bright";"0.17";"RNA";"Common"
"Burn Trail";"0.22";"SHM";"Common"
"Burning Oil";"0.23";"DKA";"Uncommon"
"Burning Prophet";"0.25";"WAR";"Common"
"Burning Suns Avatar";"0.46";"XLN";"Rare"
"Burning-Tree Emissary";"0.50";"GTC";"Uncommon"
"Burning-Tree Vandal";"0.19";"RNA";"Common"
"Burrenton Forge-Tender";"0.42";"IMA";"Uncommon"
"Burst of Strength";"0.23";"GTC";"Common"
"Butcher of Malakir";"1.12";"WWK";"Rare"
"Butcher of the Horde";"0.40";"KTK";"Rare"
"Butchers Glee";"0.20";"IMA";"Common"
"Cabal Evangel";"0.18";"DOM";"Common"
"Cabal Paladin";"0.19";"DOM";"Common"
"Cabal Stronghold";"4.99";"DOM";"Rare"
"Cabal Therapist";"0.50";"MH1";"Rare"
"Cached Defenses";"0.24";"FRF";"Uncommon"
"Cackling Counterpart";"1.30";"MM3";"Rare"
"Cadaver Imp";"0.25";"DDP";"Common"
"Calcite Snapper";"0.22";"WWK";"Common"
"Caligo Skin-Witch";"0.20";"DOM";"Common"
"Calix Destinys Hand";"3.67";"THB";"Mythic"
"Call for Unity";"0.43";"AER";"Rare"
"Call of the Conclave";"0.25";"MM3";"Common"
"Call of the Herd";"0.39";"MM3";"Rare"
"Call of the Nightwing";"0.24";"GTC";"Uncommon"
"Call the Cavalry";"0.20";"DOM";"Common"
"Call to the Feast";"0.30";"XLN";"Uncommon"
"Call to the Kindred";"0.71";"DKA";"Rare"
"Callaphe Beloved of the Sea";"0.25";"THB";"Uncommon"
"Callous Dismissal";"0.20";"WAR";"Common"
"Camaraderie";"0.59";"GRN";"Rare"
"Cancel";"0.21";"KTK";"Common"
"Candlelight Vigil";"0.15";"GRN";"Common"
"Canker Abomination";"0.21";"UMA";"Common"
"Canopy Cover";"0.96";"WWK";"Uncommon"
"Canyon Lurkers";"0.18";"KTK";"Common"
"Canyon Minotaur";"0.21";"CON";"Common"
"Captain Lannery Storm";"3.99";"XLN";"Rare"
"Captain of the Watch";"0.67";"M13";"Rare"
"Captains Call";"0.18";"M13";"Common"
"Captivating Crew";"0.50";"XLN";"Rare"
"Captivating Unicorn";"0.19";"THB";"Common"
"Captive Audience";"4.08";"RNA";"Mythic"
"Capture Sphere";"0.18";"GRN";"Common"
"Captured by the Consulate";"0.30";"KLD";"Rare"
"Captured Sunlight";"0.23";"ARB";"Common"
"Caravan Escort";"0.20";"DDP";"Common"
"Careful Consideration";"0.30";"MMA";"Uncommon"
"Caregiver";"0.23";"RAV";"Common"
"Careless Celebrant";"0.25";"THB";"Uncommon"
"Carnage Gladiator";"0.25";"MM3";"Uncommon"
"Carnage Tyrant";"9.32";"XLN";"Mythic"
"Carnival  Carnage";"0.25";"RNA";"Uncommon"
"Carnival Hellsteed";"0.30";"RTR";"Rare"
"Carrion Feeder";"1.00";"MH1";"Uncommon"
"Carrion Howler";"0.25";"RAV";"Uncommon"
"Carrion Imp";"0.18";"RNA";"Common"
"Cartel Aristocrat";"0.35";"GTC";"Uncommon"
"Carven Caryatid";"0.40";"IMA";"Uncommon"
"Cast Down";"0.41";"DOM";"Uncommon"
"Casualties of War";"1.11";"WAR";"Rare"
"Cataclysmic Gearhulk";"0.78";"KLD";"Mythic"
"Catacomb Crocodile";"0.18";"RNA";"Common"
"Catacomb Slug";"0.19";"RTR";"Common"
"Catalyst Elemental";"0.20";"M19";"Common"
"Cathartic Reunion";"0.25";"KLD";"Common"
"Cathedral of War";"2.90";"M13";"Rare"
"Cathodion";"0.24";"UMA";"Common"
"Caught in the Brights";"0.19";"AER";"Common"
"Cauldron of Souls";"3.80";"SHM";"Rare"
"Caustic Crawler";"0.25";"WWK";"Uncommon"
"Cavalcade of Calamity";"0.27";"RNA";"Uncommon"
"Cavalry Drillmaster";"0.20";"M19";"Common"
"Cave of Temptation";"0.25";"MH1";"Common"
"Cavern of Souls";"83.55";"UMA";"Mythic"
"Celestial Colonnade";"4.29";"WWK";"Rare"
"Celestial Purge";"0.28";"CON";"Uncommon"
"Cemetery Puca";"3.80";"SHM";"Rare"
"Cenns Enlistment";"0.23";"MMA";"Common"
"Centaur Courser";"0.18";"M19";"Common"
"Centaur Healer";"0.24";"MM3";"Common"
"Centaur Nurturer";"0.19";"WAR";"Common"
"Centaur Peacemaker";"0.17";"GRN";"Common"
"Centaur Safeguard";"0.23";"RAV";"Common"
"Centaurs Herald";"0.20";"RTR";"Common"
"Cephalid Broker";"0.25";"IMA";"Uncommon"
"Ceremonious Rejection";"0.38";"KLD";"Uncommon"
"Cerodon Yearling";"0.24";"ARB";"Common"
"Cerulean Sphinx";"0.37";"RAV";"Rare"
"Cerulean Wisps";"0.99";"SHM";"Common"
"Chain Reaction";"0.80";"WWK";"Rare"
"Chain to Memory";"0.18";"THB";"Common"
"Chainbreaker";"0.33";"SHM";"Common"
"Chainers Edict";"5.21";"UMA";"Uncommon"
"Chainers Torment";"0.25";"DOM";"Uncommon"
"Chainweb Aracnir";"0.25";"THB";"Uncommon"
"Chainwhip Cyclops";"0.16";"WAR";"Common"
"Chalice of Life";"0.55";"DKA";"Uncommon"
"Chalice of the Void";"64.99";"MRD";"Rare"
"Challenger Troll";"0.25";"WAR";"Uncommon"
"Chamber Sentry";"0.40";"GRN";"Rare"
"Champion of the Flame";"0.25";"DOM";"Uncommon"
"Chance for Glory";"1.50";"GRN";"Mythic"
"Chandra Bold Pyromancer";"0.26";"DOM";"Mythic"
"Chandra Fire Artisan";"0.90";"WAR";"Rare"
"Chandra Pyrogenius";"3.63";"KLD";"Mythic"
"Chandra the Firebrand";"1.94";"M13";"Mythic"
"Chandra Torch of Defiance";"7.99";"KLD";"Mythic"
"Chandras Fury";"0.17";"M13";"Common"
"Chandras Outburst";"0.41";"DOM";"Rare"
"Chandras Outrage";"0.22";"MM3";"Common"
"Chandras Pyrohelix";"0.18";"KLD";"Common"
"Chandras Revolution";"0.18";"AER";"Common"
"Chandras Triumph";"0.25";"WAR";"Uncommon"
"Changeling Outcast";"0.50";"MH1";"Common"
"Channel";"0.91";"IMA";"Mythic"
"Channel Harm";"0.25";"FRF";"Uncommon"
"Chant of the Skifsang";"0.19";"DKA";"Common"
"Chant of Vitu-Ghazi";"0.25";"RAV";"Uncommon"
"Chaos Imps";"0.30";"RTR";"Rare"
"Chaos Wand";"0.50";"M19";"Rare"
"Char";"0.49";"RAV";"Rare"
"Charge";"0.18";"DOM";"Common"
"Charging Monstrosaur";"0.25";"XLN";"Uncommon"
"Charging War Boar";"0.25";"RNA";"Uncommon"
"Charity Extractor";"0.18";"WAR";"Common"
"Charmbreaker Devils";"0.40";"IMA";"Rare"
"Charmed Stray";"0.25";"WAR";"Common"
"Charnel Troll";"0.36";"GRN";"Rare"
"Charnelhoard Wurm";"0.39";"CON";"Rare"
"Chart a Course";"0.49";"XLN";"Uncommon"
"Chemisters Insight";"0.25";"GRN";"Uncommon"
"Chemisters Trick";"0.19";"RTR";"Common"
"Chief of the Edge";"0.25";"KTK";"Uncommon"
"Chief of the Foundry";"0.25";"KLD";"Uncommon"
"Chief of the Scale";"0.24";"KTK";"Uncommon"
"Child of Alara";"20.27";"CON";"Mythic"
"Child of Night";"0.20";"IMA";"Common"
"Chill of Foreboding";"0.25";"DKA";"Uncommon"
"Chillbringer";"0.18";"RNA";"Common"
"Chillerpillar";"0.24";"MH1";"Common"
"Chimney Imp";"0.23";"MRD";"Common"
"Choking Tethers";"0.20";"MH1";"Common"
"Chord of Calling";"9.99";"RAV";"Rare"
"Chorus of Might";"0.18";"RTR";"Common"
"Chorus of the Conclave";"0.48";"RAV";"Rare"
"Chosen of Markov";"0.20";"DKA";"Common"
"Chromatic Lantern";"10.44";"GRN";"Rare"
"Chromatic Sphere";"0.76";"MRD";"Common"
"Chrome Mox";"84.48";"MRD";"Rare"
"Chromium the Mutable";"1.24";"M19";"Mythic"
"Chronic Flooding";"0.25";"RTR";"Common"
"Chronicler of Heroes";"0.25";"IMA";"Uncommon"
"Chronomaton";"0.25";"M13";"Uncommon"
"Cinder Barrens";"0.25";"M19";"Common"
"Cinder Elemental";"0.24";"GTC";"Uncommon"
"Cinderbones";"0.22";"SHM";"Common"
"Cinderhaze Wretch";"0.25";"SHM";"Common"
"Cindervines";"1.11";"RNA";"Rare"
"Circu Dimir Lobotomist";"2.11";"RAV";"Rare"
"Circuitous Route";"0.75";"GRN";"Uncommon"
"Circular Logic";"0.40";"UMA";"Uncommon"
"Citadel Siege";"0.39";"FRF";"Rare"
"Citanul Woodreaders";"0.23";"MMA";"Common"
"City of Brass";"27.39";"MMA";"Rare"
"Citywatch Sphinx";"0.25";"GRN";"Uncommon"
"Citywide Bust";"0.40";"GRN";"Rare"
"Civic Saber";"0.25";"RTR";"Uncommon"
"Civic Stalwart";"0.18";"RNA";"Common"
"Civic Wayfinder";"0.24";"RAV";"Common"
"Clamor Shaman";"0.25";"RNA";"Uncommon"
"Clan Defiance";"0.38";"GTC";"Rare"
"Clan Guildmage";"0.25";"RNA";"Uncommon"
"Claustrophobia";"0.18";"IMA";"Common"
"Claws of Valakut";"0.24";"WWK";"Common"
"Cleansing Beam";"0.25";"RAV";"Uncommon"
"Cleansing Nova";"0.92";"M19";"Rare"
"Clear the Mind";"0.25";"RNA";"Common"
"Clear the Stage";"0.24";"RNA";"Uncommon"
"Cleaver Riot";"0.25";"M13";"Uncommon"
"Cleaving Sliver";"0.25";"MH1";"Common"
"Clever Impersonator";"2.71";"KTK";"Mythic"
"Cliffrunner Behemoth";"0.42";"CON";"Rare"
"Clifftop Retreat";"6.50";"DOM";"Rare"
"Cling to Dust";"0.33";"THB";"Uncommon"
"Clinging Anemones";"0.16";"GTC";"Common"
"Clinging Darkness";"0.22";"RAV";"Common"
"Clinging Mists";"0.20";"DKA";"Common"
"Clock of Omens";"1.44";"M13";"Uncommon"
"Clockwork Beetle";"0.23";"MRD";"Common"
"Clockwork Condor";"0.22";"MRD";"Common"
"Clockwork Dragon";"0.73";"MRD";"Rare"
"Clockwork Vorrac";"0.25";"MRD";"Uncommon"
"Clone";"0.50";"M13";"Rare"
"Cloudblazer";"0.26";"KLD";"Uncommon"
"Cloudfin Raptor";"0.24";"GTC";"Common"
"Cloudform";"0.25";"FRF";"Uncommon"
"Cloudgoat Ranger";"0.30";"MMA";"Uncommon"
"Cloudpost";"0.78";"MRD";"Common"
"Cloudreader Sphinx";"0.19";"DOM";"Common"
"Cloudshredder Sliver";"2.31";"MH1";"Rare"
"Cloudstone Curio";"60.29";"RAV";"Rare"
"Cloven Casting";"0.42";"ARB";"Rare"
"Clutch of the Undercity";"0.38";"RAV";"Uncommon"
"Coalhauler Swine";"0.24";"RAV";"Common"
"Cobalt Golem";"0.22";"MRD";"Common"
"Cobblebrute";"0.17";"RTR";"Common"
"Cobbled Wings";"0.19";"XLN";"Common"
"Code of Constraint";"0.24";"RNA";"Uncommon"
"Codex Shredder";"0.37";"RTR";"Uncommon"
"Coerced Confession";"0.24";"GTC";"Uncommon"
"Cogwork Assembler";"0.25";"AER";"Uncommon"
"Cogworkers Puzzleknot";"0.19";"KLD";"Common"
"Coiling Oracle";"0.25";"MM3";"Common"
"Cold-Eyed Selkie";"0.49";"MMA";"Rare"
"Cold-Water Snapper";"0.19";"DOM";"Common"
"Collar the Culprit";"0.15";"GRN";"Common"
"Collateral Damage";"0.19";"FRF";"Common"
"Collected Conjuring";"0.44";"MH1";"Rare"
"Collective Blessing";"0.77";"RTR";"Rare"
"Collector Ouphe";"5.71";"MH1";"Rare"
"Collision  Colossus";"0.31";"RNA";"Uncommon"
"Colossal Dreadmaw";"0.20";"M19";"Common"
"Colossal Majesty";"0.55";"M19";"Uncommon"
"Colossal Might";"0.25";"ARB";"Common"
"Combine Guildmage";"0.25";"RNA";"Uncommon"
"Combustible Gearhulk";"1.41";"KLD";"Mythic"
"Comet Storm";"0.96";"WWK";"Mythic"
"Command the Dreadhorde";"0.86";"WAR";"Rare"
"Command the Storm";"0.15";"GRN";"Common"
"Commanding Presence";"0.25";"THB";"Uncommon"
"Commence the Endgame";"0.37";"WAR";"Rare"
"Commencement of Festivities";"0.19";"KLD";"Common"
"Common Bond";"0.18";"RTR";"Common"
"Commune with Dinosaurs";"0.25";"XLN";"Common"
"Compulsive Research";"0.27";"MM3";"Uncommon"
"Concealed Courtyard";"2.76";"KLD";"Rare"
"Concerted Effort";"5.65";"RAV";"Rare"
"Conclave Cavalier";"0.25";"GRN";"Uncommon"
"Conclave Equenaut";"0.22";"RAV";"Common"
"Conclave Guildmage";"0.25";"GRN";"Uncommon"
"Conclave Phalanx";"0.25";"RAV";"Uncommon"
"Conclave Tribunal";"0.25";"GRN";"Uncommon"
"Conclaves Blessing";"0.24";"RAV";"Common"
"Concordia Pegasus";"0.17";"RNA";"Common"
"Condescend";"0.45";"IMA";"Uncommon"
"Confiscation Coup";"0.35";"KLD";"Rare"
"Conflagrate";"0.37";"UMA";"Uncommon"
"Conflux";"3.26";"CON";"Mythic"
"Confusion in the Ranks";"4.50";"MRD";"Rare"
"Congregation at Dawn";"5.00";"RAV";"Uncommon"
"Conifer Wurm";"0.25";"MH1";"Uncommon"
"Conjured Currency";"0.35";"RTR";"Rare"
"Connive  Concoct";"0.50";"GRN";"Rare"
"Conquerors Galleon";"1.39";"XLN";"Rare"
"Consecrate  Consume";"0.25";"RNA";"Uncommon"
"Consecrated Sphinx";"54.84";"IMA";"Mythic"
"Consign to Dream";"0.25";"SHM";"Common"
"Consign to the Pit";"0.18";"RNA";"Common"
"Constricting Tendrils";"0.23";"CON";"Common"
"Consulate Crackdown";"0.33";"AER";"Rare"
"Consulate Dreadnought";"2.10";"AER";"Uncommon"
"Consulate Skygate";"0.20";"KLD";"Common"
"Consulate Surveillance";"0.25";"KLD";"Uncommon"
"Consulate Turret";"0.17";"AER";"Common"
"Consuls Shieldguard";"0.25";"KLD";"Uncommon"
"Consult the Necrosages";"0.25";"RAV";"Common"
"Consume Spirit";"0.24";"MRD";"Common"
"Consume the Meek";"0.42";"DDP";"Rare"
"Consuming Aberration";"1.00";"GTC";"Rare"
"Containment Priest";"0.92";"UMA";"Rare"
"Contaminated Bond";"0.24";"MRD";"Common"
"Contaminated Ground";"0.20";"GTC";"Common"
"Contentious Plan";"0.30";"WAR";"Common"
"Contraband Kingpin";"0.25";"KLD";"Uncommon"
"Contract Killing";"0.20";"XLN";"Common"
"Controlled Instincts";"0.25";"CON";"Uncommon"
"Conviction";"0.23";"UMA";"Common"
"Convolute";"0.20";"RAV";"Common"
"Coordinated Assault";"0.25";"IMA";"Uncommon"
"Copper Myr";"0.24";"MRD";"Common"
"Copperhoof Vorrac";"0.48";"MRD";"Rare"
"Copy Enchantment";"16.62";"RAV";"Rare"
"Coral Commando";"0.20";"RNA";"Common"
"Cordial Vampire";"1.75";"MH1";"Rare"
"Corpse Blockade";"0.19";"GTC";"Common"
"Corpse Connoisseur";"0.52";"MM3";"Uncommon"
"Corpsehatch";"0.25";"DDP";"Uncommon"
"Corpsejack Menace";"1.00";"IMA";"Uncommon"
"Corrosive Mentor";"2.32";"SHM";"Uncommon"
"Corrosive Ooze";"0.20";"DOM";"Common"
"Corrupt";"0.25";"SHM";"Uncommon"
"Corrupted Roots";"0.25";"CON";"Uncommon"
"Corrupted Zendikon";"0.23";"WWK";"Common"
"Cosis Ravager";"0.23";"WWK";"Common"
"Cosmotronic Wave";"0.20";"GRN";"Common"
"Costly Plunder";"0.25";"XLN";"Common"
"Counterbore";"0.49";"SHM";"Rare"
"Counterflux";"0.85";"RTR";"Rare"
"Counterlash";"0.35";"DKA";"Rare"
"Countersquall";"1.25";"UMA";"Uncommon"
"Countless Gears Renegade";"0.18";"AER";"Common"
"Countryside Crusher";"0.97";"MMA";"Rare"
"Courage in Crisis";"0.25";"WAR";"Common"
"Courier Hawk";"0.22";"RAV";"Common"
"Coursers Accord";"0.19";"RTR";"Common"
"Court Homunculus";"0.21";"CON";"Common"
"Court Street Denizen";"0.19";"GTC";"Common"
"Courtly Provocateur";"0.25";"M13";"Uncommon"
"Cower in Fear";"0.22";"MM3";"Common"
"Cowl Prowler";"0.17";"KLD";"Common"
"Crabapple Cohort";"0.22";"SHM";"Common"
"Crackdown Construct";"0.25";"AER";"Uncommon"
"Crackling Doom";"0.50";"KTK";"Rare"
"Crackling Drake";"0.25";"GRN";"Uncommon"
"Crackling Perimeter";"0.25";"GTC";"Uncommon"
"Cragganwick Cremator";"0.50";"SHM";"Rare"
"Cranial Archive";"0.25";"KTK";"Uncommon"
"Crash the Ramparts";"0.18";"XLN";"Common"
"Crash Through";"0.25";"M19";"Common"
"Crashing Footfalls";"1.95";"MH1";"Rare"
"Craterhoof Behemoth";"39.98";"MM3";"Mythic"
"Craterize";"0.20";"M13";"Common"
"Craters Claws";"0.37";"KTK";"Rare"
"Creeping Chill";"0.49";"GRN";"Uncommon"
"Creeping Mold";"0.24";"KLD";"Uncommon"
"Creeping Tar Pit";"3.89";"WWK";"Rare"
"Cremate";"0.20";"RTR";"Common"
"Crimson Muckwader";"0.24";"M13";"Uncommon"
"Crimson Wisps";"3.28";"SHM";"Common"
"Crippling Blight";"0.18";"M13";"Common"
"Crippling Chill";"0.19";"KTK";"Common"
"Crocanura";"0.20";"GTC";"Common"
"Crosstown Courier";"0.20";"RTR";"Common"
"Crow of Dark Tidings";"0.20";"UMA";"Common"
"Crowd of Cinders";"0.25";"SHM";"Uncommon"
"Crown of Convergence";"0.39";"RAV";"Rare"
"Crowned Ceratok";"0.20";"IMA";"Common"
"Crucible of Fire";"1.56";"IMA";"Rare"
"Crucible of the Spirit Dragon";"0.48";"FRF";"Rare"
"Crucible of Worlds";"41.20";"M19";"Mythic"
"Cruel Celebrant";"1.04";"WAR";"Uncommon"
"Cruel Finality";"0.19";"AER";"Common"
"Cruel Ultimatum";"0.57";"MM3";"Rare"
"Crumbling Necropolis";"0.50";"MM3";"Uncommon"
